customerid,subscription_type,contract_length,usage_frequency,support_calls,payment_delay
55519,Standard,Quarterly,7,8,29
55520,Premium,Quarterly,2,4,30
55521,Premium,Quarterly,19,9,20
55522,Premium,Quarterly,13,6,30
55523,Basic,Quarterly,9,9,26
55524,Standard,Monthly,1,6,20
55525,Standard,Annual,14,8,25
55526,Premium,Quarterly,17,2,27
55527,Basic,Annual,28,3,23
55528,Standard,Annual,15,10,17
55529,Premium,Monthly,27,7,16
55530,Standard,Annual,29,0,26
55531,Basic,Annual,23,7,25
55532,Premium,Quarterly,26,8,26
55533,Standard,Quarterly,12,10,20
55534,Standard,Annual,16,5,24
55535,Premium,Annual,7,6,28
55536,Standard,Annual,1,5,19
55537,Standard,Annual,7,8,20
55538,Basic,Monthly,1,5,16
55539,Basic,Annual,4,5,21
55540,Standard,Quarterly,7,7,16
55541,Standard,Annual,20,7,23
55542,Premium,Annual,1,6,19
55543,Basic,Quarterly,30,10,27
55544,Premium,Quarterly,11,7,21
55545,Basic,Monthly,26,8,20
55546,Standard,Annual,24,5,17
55547,Standard,Quarterly,28,5,30
55548,Premium,Quarterly,3,5,17
55549,Premium,Annual,26,5,24
55550,Standard,Monthly,20,10,30
55551,Basic,Annual,3,3,7
55552,Standard,Monthly,17,0,27
55553,Standard,Quarterly,5,7,18
55554,Basic,Annual,15,5,21
55555,Standard,Monthly,29,8,29
55556,Basic,Annual,5,4,4
55557,Basic,Quarterly,27,8,21
55558,Standard,Quarterly,16,9,16
55559,Premium,Annual,17,5,16
55560,Basic,Monthly,23,3,30
55561,Standard,Monthly,4,4,8
55562,Standard,Monthly,25,6,17
55563,Premium,Annual,15,7,24
55564,Standard,Annual,21,0,26
55565,Premium,Monthly,13,7,22
55566,Premium,Monthly,19,8,30
55567,Premium,Quarterly,7,5,28
55568,Basic,Annual,1,7,9
55569,Standard,Monthly,24,4,29
55570,Standard,Monthly,3,0,27
55571,Standard,Annual,12,9,16
55572,Premium,Monthly,30,6,23
55573,Standard,Quarterly,27,10,18
55574,Basic,Annual,13,0,28
55575,Basic,Monthly,13,8,28
55576,Premium,Annual,23,5,22
55577,Premium,Monthly,21,6,25
55578,Premium,Monthly,2,10,21
55579,Basic,Monthly,10,1,26
55580,Premium,Monthly,30,9,16
55581,Basic,Quarterly,8,9,20
55582,Basic,Annual,12,10,18
55583,Standard,Monthly,29,1,27
55584,Standard,Monthly,3,2,23
55585,Premium,Annual,25,6,19
55586,Basic,Monthly,15,10,20
55587,Standard,Annual,24,7,28
55588,Standard,Monthly,5,8,27
55589,Basic,Monthly,25,5,21
55590,Standard,Monthly,9,9,27
55591,Premium,Annual,5,8,25
55592,Standard,Quarterly,12,8,22
55593,Premium,Annual,14,6,25
55594,Standard,Annual,24,7,25
55595,Standard,Monthly,4,5,18
55596,Premium,Monthly,3,6,20
55597,Standard,Quarterly,8,6,17
55598,Premium,Monthly,26,0,22
55599,Standard,Monthly,2,3,30
55600,Standard,Quarterly,24,3,22
55601,Basic,Annual,12,8,23
55602,Standard,Quarterly,1,4,6
55603,Standard,Annual,2,3,22
55604,Basic,Annual,26,6,27
55605,Premium,Annual,19,0,21
55606,Basic,Annual,8,8,24
55607,Premium,Annual,23,10,22
55608,Basic,Quarterly,17,7,18
55609,Standard,Monthly,16,3,30
55610,Premium,Quarterly,20,6,16
55611,Premium,Annual,2,1,21
55612,Standard,Quarterly,11,5,26
55613,Premium,Annual,5,1,21
55614,Basic,Monthly,13,3,22
55615,Premium,Quarterly,4,10,1
55616,Basic,Quarterly,11,10,17
55617,Basic,Monthly,5,10,22
55618,Premium,Monthly,25,10,17
55619,Basic,Annual,24,6,24
55620,Premium,Annual,28,8,29
55621,Standard,Quarterly,4,6,13
55622,Premium,Monthly,29,4,24
55623,Premium,Annual,5,6,24
55624,Standard,Annual,4,6,17
55625,Basic,Quarterly,2,5,8
55626,Standard,Annual,1,5,5
55627,Premium,Annual,30,10,23
55628,Basic,Annual,1,0,23
55629,Standard,Quarterly,10,9,16
55630,Premium,Monthly,19,3,30
55631,Basic,Annual,13,7,21
55632,Standard,Monthly,13,7,18
55633,Standard,Quarterly,12,5,20
55634,Basic,Annual,19,7,30
55635,Basic,Quarterly,23,7,23
55636,Basic,Monthly,16,4,26
55637,Premium,Monthly,24,6,28
55638,Premium,Quarterly,1,7,26
55639,Premium,Quarterly,29,9,18
55640,Basic,Quarterly,20,9,27
55641,Standard,Annual,2,0,27
55642,Standard,Monthly,14,9,19
55643,Basic,Quarterly,8,10,29
55644,Basic,Quarterly,6,10,17
55645,Standard,Annual,17,10,17
55646,Standard,Monthly,19,8,21
55647,Standard,Monthly,19,10,25
55648,Basic,Quarterly,13,7,19
55649,Basic,Monthly,30,6,27
55650,Standard,Annual,25,10,27
55651,Standard,Quarterly,1,7,25
55652,Premium,Monthly,21,7,20
55653,Standard,Monthly,18,3,28
55654,Premium,Quarterly,2,4,23
55655,Basic,Quarterly,27,9,25
55656,Basic,Annual,11,5,28
55657,Standard,Monthly,4,8,6
55658,Premium,Monthly,22,3,23
55659,Premium,Quarterly,27,6,26
55660,Basic,Quarterly,20,6,20
55661,Standard,Annual,5,7,12
55662,Premium,Annual,2,5,18
55663,Standard,Monthly,3,9,19
55664,Standard,Annual,17,8,17
55665,Basic,Monthly,1,4,22
55666,Basic,Annual,22,9,17
55667,Standard,Annual,7,5,17
55668,Premium,Monthly,19,6,22
55669,Standard,Annual,19,9,24
55670,Basic,Quarterly,5,7,13
55671,Basic,Annual,18,9,26
55672,Basic,Annual,9,5,29
55673,Basic,Monthly,18,4,28
55674,Premium,Monthly,28,7,24
55675,Standard,Monthly,22,2,30
55676,Basic,Monthly,28,2,23
55677,Basic,Annual,29,9,24
55678,Basic,Quarterly,6,9,22
55679,Standard,Quarterly,8,6,19
55680,Basic,Monthly,11,9,16
55681,Standard,Annual,8,1,26
55682,Basic,Monthly,14,7,21
55683,Standard,Quarterly,6,6,30
55684,Basic,Quarterly,19,9,23
55685,Premium,Annual,30,0,30
55686,Premium,Annual,13,9,20
55687,Premium,Quarterly,23,8,24
55688,Premium,Quarterly,19,6,16
55689,Standard,Monthly,8,6,19
55690,Basic,Quarterly,22,7,18
55691,Standard,Monthly,22,5,26
55692,Standard,Quarterly,3,5,20
55693,Basic,Annual,2,1,2
55694,Premium,Annual,30,10,25
55695,Standard,Monthly,28,7,22
55696,Premium,Quarterly,13,10,20
55697,Standard,Monthly,16,6,28
55698,Basic,Monthly,15,9,22
55699,Standard,Quarterly,19,5,27
55700,Basic,Monthly,19,5,27
55701,Basic,Annual,21,5,30
55702,Standard,Annual,17,10,30
55703,Standard,Annual,15,9,27
55704,Premium,Quarterly,3,7,23
55705,Standard,Quarterly,2,6,20
55706,Standard,Monthly,5,3,21
55707,Basic,Quarterly,4,6,24
55708,Premium,Monthly,4,7,14
55709,Premium,Quarterly,3,5,8
55710,Standard,Quarterly,11,10,21
55711,Standard,Monthly,22,5,26
55712,Standard,Monthly,6,10,27
55713,Standard,Annual,27,7,30
55714,Premium,Quarterly,14,7,18
55715,Premium,Monthly,2,9,25
55716,Basic,Monthly,27,4,25
55717,Basic,Quarterly,1,1,0
55718,Standard,Monthly,29,8,25
55719,Standard,Annual,21,9,25
55720,Basic,Annual,5,8,27
55721,Standard,Annual,10,8,25
55722,Basic,Annual,6,2,22
55723,Basic,Annual,7,4,28
55724,Standard,Annual,3,9,23
55725,Premium,Monthly,6,0,24
55726,Standard,Annual,3,10,27
55727,Premium,Quarterly,25,6,27
55728,Premium,Quarterly,4,5,12
55729,Basic,Quarterly,13,7,18
55730,Premium,Annual,3,10,12
55731,Basic,Quarterly,10,5,27
55732,Basic,Quarterly,16,9,16
55733,Standard,Monthly,3,8,7
55734,Standard,Annual,24,5,23
55735,Basic,Monthly,25,3,22
55736,Standard,Monthly,30,7,21
55737,Premium,Annual,16,6,21
55738,Basic,Monthly,5,7,23
55739,Standard,Quarterly,20,0,24
55740,Premium,Quarterly,18,9,23
55741,Standard,Monthly,28,9,17
55742,Basic,Monthly,24,5,17
55743,Premium,Monthly,9,9,19
55744,Standard,Monthly,3,6,8
55745,Premium,Annual,2,6,25
55746,Standard,Quarterly,13,7,29
55747,Standard,Annual,13,7,30
55748,Premium,Monthly,11,7,20
55749,Standard,Annual,3,5,23
55750,Premium,Monthly,10,9,26
55751,Basic,Quarterly,9,10,26
55752,Standard,Monthly,22,4,29
55753,Premium,Quarterly,19,6,17
55754,Standard,Quarterly,12,3,22
55755,Standard,Monthly,12,6,28
55756,Premium,Quarterly,4,7,25
55757,Basic,Quarterly,13,10,21
55758,Standard,Monthly,11,5,16
55759,Premium,Monthly,11,8,16
55760,Basic,Monthly,1,8,25
55761,Standard,Monthly,22,1,27
55762,Standard,Annual,6,9,17
55763,Premium,Monthly,2,4,25
55764,Basic,Monthly,21,6,27
55765,Premium,Annual,9,9,28
55766,Standard,Quarterly,17,9,25
55767,Premium,Quarterly,6,9,27
55768,Premium,Monthly,7,5,17
55769,Standard,Quarterly,26,9,24
55770,Standard,Annual,9,8,20
55771,Standard,Quarterly,9,7,23
55772,Basic,Monthly,6,10,18
55773,Basic,Annual,26,10,21
55774,Basic,Monthly,11,9,26
55775,Standard,Monthly,4,4,16
55776,Premium,Annual,30,10,22
55777,Basic,Monthly,21,5,18
55778,Premium,Monthly,26,9,22
55779,Standard,Annual,6,9,19
55780,Basic,Annual,25,6,27
55781,Premium,Quarterly,26,5,21
55782,Standard,Quarterly,24,10,24
55783,Basic,Monthly,8,10,23
55784,Standard,Monthly,22,2,22
55785,Basic,Annual,13,6,24
55786,Premium,Monthly,16,1,25
55787,Basic,Monthly,7,10,20
55788,Basic,Annual,23,10,30
55789,Basic,Quarterly,13,10,26
55790,Basic,Monthly,26,7,16
55791,Standard,Monthly,15,6,23
55792,Basic,Quarterly,22,7,21
55793,Premium,Quarterly,27,7,29
55794,Standard,Annual,30,9,30
55795,Basic,Annual,2,9,18
55796,Basic,Monthly,8,5,26
55797,Standard,Monthly,8,3,27
55798,Premium,Monthly,4,7,28
55799,Premium,Quarterly,19,0,28
55800,Basic,Annual,17,5,21
55801,Basic,Monthly,5,10,26
55802,Standard,Monthly,20,4,25
55803,Standard,Monthly,1,3,22
55804,Basic,Monthly,29,8,24
55805,Basic,Monthly,2,7,26
55806,Premium,Annual,15,8,25
55807,Premium,Annual,15,7,30
55808,Basic,Quarterly,22,1,29
55809,Premium,Quarterly,17,6,28
55810,Basic,Annual,10,9,19
55811,Premium,Annual,5,5,25
55812,Standard,Monthly,19,3,27
55813,Standard,Annual,19,10,21
55814,Standard,Quarterly,3,8,8
55815,Basic,Quarterly,28,10,28
55816,Standard,Quarterly,23,9,17
55817,Standard,Quarterly,23,10,29
55818,Premium,Annual,14,7,24
55819,Standard,Annual,1,5,29
55820,Standard,Monthly,21,5,29
55821,Premium,Monthly,9,10,30
55822,Standard,Monthly,9,8,28
55823,Standard,Annual,4,4,7
55824,Standard,Monthly,2,6,4
55825,Basic,Monthly,5,9,29
55826,Standard,Monthly,5,10,21
55827,Premium,Annual,15,6,28
55828,Standard,Annual,15,9,22
55829,Standard,Monthly,21,4,21
55830,Basic,Monthly,4,8,27
55831,Basic,Quarterly,29,7,29
55832,Standard,Monthly,4,6,11
55833,Basic,Annual,25,6,27
55834,Premium,Annual,14,6,24
55835,Premium,Annual,5,6,17
55836,Basic,Quarterly,3,10,17
55837,Standard,Annual,23,1,23
55838,Standard,Annual,11,8,19
55839,Basic,Annual,1,5,1
55840,Standard,Quarterly,11,10,20
55841,Basic,Annual,11,7,19
55842,Basic,Monthly,22,9,22
55843,Basic,Monthly,8,3,24
55844,Basic,Quarterly,30,2,24
55845,Basic,Annual,22,6,30
55846,Basic,Monthly,7,8,30
55847,Premium,Monthly,22,0,25
55848,Premium,Annual,14,5,27
55849,Basic,Quarterly,21,10,16
55850,Basic,Monthly,4,5,1
55851,Basic,Quarterly,25,3,22
55852,Basic,Monthly,13,8,24
55853,Standard,Quarterly,5,5,0
55854,Premium,Annual,5,7,17
55855,Premium,Quarterly,11,6,26
55856,Premium,Monthly,13,6,19
55857,Basic,Quarterly,1,9,6
55858,Premium,Quarterly,8,9,28
55859,Premium,Annual,1,9,19
55860,Basic,Monthly,6,4,28
55861,Basic,Monthly,4,0,30
55862,Basic,Annual,19,10,22
55863,Premium,Monthly,27,4,29
55864,Premium,Annual,2,5,18
55865,Basic,Quarterly,17,10,16
55866,Standard,Monthly,19,10,30
55867,Standard,Annual,3,2,24
55868,Standard,Quarterly,4,7,4
55869,Premium,Annual,7,5,23
55870,Premium,Monthly,13,7,19
55871,Standard,Monthly,15,7,30
55872,Premium,Annual,10,8,16
55873,Premium,Monthly,1,4,9
55874,Premium,Monthly,3,5,17
55875,Premium,Quarterly,12,10,29
55876,Premium,Annual,29,1,25
55877,Premium,Annual,29,6,23
55878,Standard,Monthly,14,8,21
55879,Basic,Annual,20,9,23
55880,Basic,Monthly,7,8,27
55881,Standard,Annual,13,8,18
55882,Basic,Quarterly,3,9,5
55883,Basic,Monthly,20,5,24
55884,Standard,Monthly,3,1,24
55885,Basic,Quarterly,26,8,17
55886,Standard,Monthly,25,6,24
55887,Premium,Annual,20,7,26
55888,Basic,Monthly,3,6,7
55889,Standard,Annual,1,2,25
55890,Standard,Annual,24,5,21
55891,Premium,Annual,8,8,24
55892,Basic,Quarterly,1,2,0
55893,Premium,Quarterly,21,6,25
55894,Premium,Annual,25,10,20
55895,Standard,Monthly,16,0,28
55896,Premium,Monthly,6,5,21
55897,Premium,Quarterly,17,7,29
55898,Basic,Quarterly,11,5,19
55899,Premium,Annual,14,8,23
55900,Premium,Monthly,8,9,17
55901,Basic,Quarterly,4,6,4
55902,Standard,Quarterly,26,6,29
55903,Premium,Quarterly,1,8,25
55904,Basic,Monthly,1,8,21
55905,Standard,Quarterly,1,10,18
55906,Basic,Annual,2,3,6
55907,Basic,Annual,10,8,20
55908,Standard,Quarterly,7,1,27
55909,Premium,Annual,2,10,24
55910,Basic,Annual,25,9,19
55911,Premium,Annual,18,2,27
55912,Premium,Quarterly,8,10,22
55913,Premium,Monthly,21,4,23
55914,Standard,Monthly,2,5,28
55915,Basic,Annual,3,4,23
55916,Premium,Monthly,26,8,18
55917,Basic,Monthly,29,2,27
55918,Standard,Quarterly,24,8,19
55919,Premium,Monthly,1,9,22
55920,Premium,Quarterly,19,7,18
55921,Premium,Quarterly,2,6,28
55922,Basic,Annual,1,7,11
55923,Standard,Monthly,24,2,23
55924,Basic,Quarterly,24,5,17
55925,Premium,Annual,21,10,22
55926,Basic,Quarterly,15,9,16
55927,Standard,Monthly,18,2,22
55928,Standard,Annual,8,7,30
55929,Standard,Quarterly,28,10,21
55930,Basic,Quarterly,27,9,30
55931,Standard,Annual,22,5,20
55932,Standard,Annual,4,5,12
55933,Basic,Monthly,30,5,18
55934,Basic,Monthly,18,8,18
55935,Standard,Monthly,29,7,27
55936,Basic,Annual,29,5,30
55937,Basic,Quarterly,14,6,18
55938,Basic,Annual,5,4,0
55939,Premium,Annual,10,6,30
55940,Premium,Monthly,14,10,29
55941,Premium,Monthly,20,2,29
55942,Premium,Monthly,23,6,16
55943,Premium,Monthly,10,6,29
55944,Basic,Quarterly,13,8,29
55945,Standard,Annual,18,9,28
55946,Basic,Quarterly,17,6,20
55947,Basic,Quarterly,17,6,25
55948,Premium,Quarterly,26,8,30
55949,Basic,Quarterly,12,5,20
55950,Basic,Monthly,25,10,30
55951,Premium,Monthly,23,6,26
55952,Premium,Quarterly,23,8,17
55953,Premium,Quarterly,28,10,26
55954,Premium,Annual,22,7,23
55955,Premium,Quarterly,2,10,21
55956,Premium,Monthly,30,3,29
55957,Basic,Monthly,11,7,25
55958,Basic,Quarterly,19,8,25
55959,Premium,Quarterly,30,7,27
55960,Standard,Quarterly,25,8,30
55961,Premium,Annual,1,6,17
55962,Standard,Quarterly,2,5,12
55963,Standard,Quarterly,3,8,21
55964,Premium,Monthly,4,5,28
55965,Premium,Annual,15,7,16
55966,Basic,Annual,11,9,25
55967,Premium,Monthly,15,1,22
55968,Standard,Annual,1,6,24
55969,Basic,Quarterly,29,6,18
55970,Premium,Monthly,9,9,25
55971,Premium,Quarterly,28,7,27
55972,Premium,Quarterly,12,9,20
55973,Basic,Annual,19,9,20
55974,Standard,Quarterly,18,5,21
55975,Basic,Annual,15,8,17
55976,Premium,Annual,15,6,24
55977,Basic,Monthly,17,2,23
55978,Premium,Quarterly,30,6,29
55979,Premium,Annual,15,2,23
55980,Premium,Quarterly,19,7,30
55981,Basic,Quarterly,29,8,28
55982,Basic,Quarterly,17,4,29
55983,Premium,Quarterly,13,5,20
55984,Premium,Monthly,15,2,29
55985,Premium,Monthly,8,5,22
55986,Basic,Monthly,27,8,25
55987,Premium,Quarterly,8,7,20
55988,Premium,Monthly,14,6,20
55989,Standard,Annual,28,7,26
55990,Standard,Monthly,21,9,16
55991,Standard,Quarterly,13,9,25
55992,Basic,Annual,2,9,21
55993,Premium,Annual,7,5,17
55994,Premium,Monthly,2,10,14
55995,Premium,Monthly,23,10,28
55996,Basic,Monthly,21,5,25
55997,Standard,Quarterly,30,10,25
55998,Premium,Monthly,19,7,20
55999,Basic,Annual,8,6,28
56000,Basic,Monthly,24,9,18
56001,Premium,Monthly,6,6,20
56002,Standard,Annual,7,5,23
56003,Basic,Monthly,9,10,20
56004,Premium,Monthly,22,8,21
56005,Standard,Quarterly,12,2,30
56006,Basic,Quarterly,3,4,28
56007,Standard,Annual,7,6,29
56008,Premium,Monthly,1,5,11
56009,Standard,Quarterly,4,5,29
56010,Premium,Quarterly,21,3,28
56011,Basic,Quarterly,24,6,19
56012,Premium,Annual,21,8,27
56013,Basic,Monthly,9,3,23
56014,Standard,Quarterly,27,1,26
56015,Basic,Monthly,3,7,16
56016,Premium,Annual,2,10,7
56017,Standard,Annual,29,8,23
56018,Basic,Annual,29,7,22
56019,Standard,Monthly,8,10,27
56020,Basic,Annual,1,6,25
56021,Standard,Monthly,19,5,21
56022,Standard,Quarterly,20,8,21
56023,Basic,Quarterly,30,6,23
56024,Basic,Quarterly,16,7,21
56025,Premium,Quarterly,18,9,22
56026,Standard,Quarterly,13,2,28
56027,Standard,Annual,29,8,21
56028,Premium,Monthly,26,9,16
56029,Premium,Annual,2,0,25
56030,Standard,Monthly,10,3,24
56031,Standard,Annual,2,8,28
56032,Standard,Annual,1,4,10
56033,Premium,Monthly,4,9,14
56034,Premium,Quarterly,17,6,30
56035,Basic,Annual,3,9,9
56036,Basic,Annual,26,7,22
56037,Premium,Monthly,8,1,26
56038,Basic,Annual,24,9,23
56039,Basic,Quarterly,18,9,16
56040,Premium,Annual,4,7,2
56041,Standard,Monthly,30,1,28
56042,Basic,Quarterly,27,6,23
56043,Premium,Annual,23,5,25
56044,Premium,Annual,2,10,29
56045,Standard,Annual,26,6,19
56046,Premium,Quarterly,5,6,9
56047,Standard,Quarterly,2,6,22
56048,Basic,Quarterly,6,9,23
56049,Standard,Annual,3,9,26
56050,Premium,Annual,30,9,30
56051,Standard,Quarterly,28,0,22
56052,Premium,Monthly,5,6,20
56053,Basic,Monthly,21,5,29
56054,Basic,Quarterly,5,6,7
56055,Basic,Monthly,4,4,25
56056,Basic,Quarterly,10,9,17
56057,Premium,Annual,28,0,28
56058,Basic,Quarterly,21,5,29
56059,Standard,Quarterly,3,7,24
56060,Standard,Annual,7,7,26
56061,Standard,Quarterly,28,10,20
56062,Premium,Annual,5,10,16
56063,Premium,Monthly,17,9,16
56064,Basic,Monthly,17,6,28
56065,Premium,Quarterly,3,7,25
56066,Premium,Monthly,14,8,16
56067,Standard,Quarterly,11,6,23
56068,Premium,Monthly,15,1,22
56069,Premium,Monthly,14,5,25
56070,Premium,Monthly,8,8,22
56071,Premium,Annual,22,8,16
56072,Premium,Monthly,14,3,22
56073,Basic,Monthly,14,4,27
56074,Standard,Annual,1,6,27
56075,Standard,Quarterly,24,1,24
56076,Premium,Annual,3,4,3
56077,Premium,Quarterly,9,7,19
56078,Basic,Quarterly,19,5,16
56079,Basic,Annual,16,9,20
56080,Premium,Monthly,21,8,25
56081,Premium,Monthly,6,10,25
56082,Standard,Monthly,11,0,22
56083,Standard,Monthly,5,8,18
56084,Standard,Monthly,11,6,21
56085,Basic,Monthly,23,0,23
56086,Standard,Quarterly,29,5,17
56087,Basic,Annual,24,8,21
56088,Standard,Monthly,29,10,22
56089,Standard,Monthly,15,2,28
56090,Basic,Annual,20,7,17
56091,Standard,Quarterly,7,0,30
56092,Basic,Monthly,17,2,21
56093,Basic,Quarterly,8,7,24
56094,Standard,Annual,10,7,29
56095,Premium,Quarterly,10,10,26
56096,Premium,Quarterly,13,10,25
56097,Premium,Monthly,24,10,24
56098,Standard,Monthly,7,9,20
56099,Premium,Monthly,27,3,25
56100,Standard,Monthly,3,6,23
56101,Basic,Monthly,22,4,25
56102,Premium,Annual,2,4,2
56103,Standard,Monthly,15,8,22
56104,Basic,Monthly,8,9,17
56105,Premium,Monthly,6,10,24
56106,Premium,Monthly,25,2,21
56107,Premium,Monthly,2,10,4
56108,Premium,Monthly,16,7,24
56109,Premium,Annual,20,5,27
56110,Standard,Monthly,17,9,18
56111,Standard,Annual,5,6,14
56112,Premium,Monthly,17,6,18
56113,Premium,Monthly,2,5,22
56114,Basic,Annual,19,7,22
56115,Standard,Monthly,7,5,17
56116,Premium,Monthly,17,5,23
56117,Basic,Quarterly,15,7,30
56118,Premium,Monthly,24,1,27
56119,Basic,Monthly,28,7,25
56120,Standard,Quarterly,30,10,21
56121,Premium,Monthly,28,7,28
56122,Standard,Annual,2,6,2
56123,Premium,Quarterly,28,9,30
56124,Basic,Quarterly,3,7,15
56125,Basic,Monthly,1,5,30
56126,Standard,Monthly,18,6,23
56127,Basic,Monthly,25,0,24
56128,Premium,Monthly,2,3,23
56129,Basic,Annual,11,7,25
56130,Basic,Annual,11,7,22
56131,Premium,Quarterly,23,2,28
56132,Standard,Annual,28,5,23
56133,Standard,Monthly,23,8,27
56134,Basic,Annual,11,1,29
56135,Premium,Monthly,13,5,18
56136,Basic,Annual,23,10,29
56137,Standard,Monthly,9,6,16
56138,Basic,Quarterly,2,4,23
56139,Premium,Quarterly,6,5,23
56140,Standard,Quarterly,24,9,27
56141,Premium,Monthly,26,0,23
56142,Premium,Quarterly,21,4,27
56143,Basic,Annual,24,5,17
56144,Standard,Quarterly,15,4,23
56145,Basic,Quarterly,3,8,16
56146,Premium,Quarterly,19,8,27
56147,Premium,Monthly,15,2,26
56148,Standard,Monthly,1,4,22
56149,Premium,Monthly,5,10,6
56150,Standard,Monthly,11,6,20
56151,Premium,Monthly,2,6,18
56152,Premium,Monthly,20,9,16
56153,Standard,Quarterly,30,5,21
56154,Premium,Annual,5,8,0
56155,Basic,Quarterly,30,2,23
56156,Premium,Annual,6,9,20
56157,Basic,Quarterly,11,5,30
56158,Standard,Annual,4,6,22
56159,Standard,Quarterly,7,9,24
56160,Basic,Quarterly,27,10,27
56161,Standard,Quarterly,16,10,22
56162,Standard,Quarterly,20,5,25
56163,Standard,Annual,15,8,29
56164,Standard,Monthly,21,7,30
56165,Premium,Annual,12,10,25
56166,Standard,Monthly,15,3,27
56167,Premium,Monthly,27,10,30
56168,Premium,Quarterly,20,7,20
56169,Basic,Quarterly,24,5,29
56170,Basic,Quarterly,15,7,28
56171,Standard,Annual,1,7,11
56172,Standard,Monthly,5,2,29
56173,Basic,Annual,10,7,25
56174,Standard,Annual,3,5,25
56175,Basic,Quarterly,10,2,25
56176,Premium,Annual,4,8,17
56177,Standard,Quarterly,5,7,8
56178,Basic,Annual,7,10,30
56179,Standard,Annual,1,7,11
56180,Basic,Annual,3,8,27
56181,Premium,Quarterly,5,8,28
56182,Premium,Quarterly,16,5,25
56183,Premium,Annual,23,7,27
56184,Standard,Monthly,7,8,29
56185,Basic,Annual,11,7,20
56186,Standard,Monthly,27,7,29
56187,Standard,Quarterly,18,5,30
56188,Premium,Monthly,3,5,8
56189,Basic,Quarterly,24,2,22
56190,Basic,Annual,24,8,19
56191,Basic,Quarterly,18,8,29
56192,Premium,Annual,15,10,21
56193,Standard,Monthly,9,4,28
56194,Basic,Monthly,29,5,20
56195,Premium,Monthly,1,6,4
56196,Premium,Quarterly,28,7,21
56197,Premium,Monthly,22,10,19
56198,Premium,Quarterly,5,4,23
56199,Standard,Monthly,6,10,23
56200,Premium,Annual,13,10,24
56201,Premium,Monthly,9,3,28
56202,Standard,Quarterly,17,10,29
56203,Basic,Monthly,21,7,28
56204,Premium,Monthly,29,8,28
56205,Premium,Monthly,20,8,19
56206,Premium,Annual,11,9,29
56207,Basic,Annual,17,9,18
56208,Standard,Annual,10,3,26
56209,Premium,Quarterly,7,0,27
56210,Standard,Annual,6,2,25
56211,Standard,Monthly,2,8,18
56212,Basic,Quarterly,26,5,25
56213,Basic,Monthly,8,0,29
56214,Basic,Monthly,17,2,27
56215,Premium,Annual,27,5,23
56216,Basic,Annual,21,7,17
56217,Standard,Annual,18,10,25
56218,Premium,Monthly,19,1,22
56219,Premium,Annual,6,5,23
56220,Standard,Annual,1,9,4
56221,Premium,Monthly,23,5,18
56222,Premium,Annual,24,10,26
56223,Standard,Monthly,13,9,25
56224,Premium,Quarterly,23,3,25
56225,Basic,Annual,2,3,24
56226,Standard,Annual,23,8,25
56227,Standard,Monthly,8,6,24
56228,Premium,Annual,11,10,16
56229,Standard,Quarterly,25,5,16
56230,Basic,Quarterly,3,10,24
56231,Premium,Quarterly,12,0,28
56232,Premium,Annual,2,1,30
56233,Standard,Monthly,16,4,30
56234,Standard,Quarterly,1,4,19
56235,Basic,Monthly,3,5,29
56236,Basic,Monthly,8,10,17
56237,Premium,Quarterly,21,8,22
56238,Basic,Monthly,5,0,21
56239,Standard,Annual,4,7,3
56240,Basic,Annual,5,5,4
56241,Standard,Annual,7,10,21
56242,Premium,Quarterly,6,7,17
56243,Basic,Quarterly,13,10,28
56244,Basic,Annual,14,9,18
56245,Standard,Annual,6,5,22
56246,Basic,Quarterly,9,5,20
56247,Basic,Monthly,5,8,21
56248,Standard,Annual,2,8,4
56249,Premium,Annual,16,8,27
56250,Standard,Monthly,7,8,28
56251,Premium,Quarterly,4,4,3
56252,Premium,Annual,16,7,26
56253,Premium,Quarterly,4,8,19
56254,Premium,Quarterly,20,8,19
56255,Basic,Annual,6,6,21
56256,Basic,Quarterly,20,5,19
56257,Premium,Annual,9,4,22
